NO,NO,TRAIN,NAME,FROM,DEP,TO,ARR
19327,19327,19327,RTM UDAIPUR EXP ,RATLAM JN      ,16:55,UDAIPUR CITY   ,23:59
19328,19328,19328,UDZ RATLAM EXP  ,UDAIPUR CITY   ,01:15,RATLAM JN      ,08:00
19329,19329,19329,UDAIPUR CITY EXP,INDORE JN BG   ,07:30,UDAIPUR CITY   ,19:10
19330,19330,19330,UDZ INDB EXPRES ,UDAIPUR CITY   ,20:35,INDORE JN BG   ,08:30
19403,19403,19403,SULTANPUR EXP   ,AHMEDABAD JN   ,06:05,SULTANPUR      ,12:10
19404,19404,19404,SLN ADI EXP     ,SULTANPUR      ,17:35,AHMEDABAD JN   ,23:55
19407,19407,19407,ADI VARANASI EXP,AHMEDABAD JN   ,21:00,VARANASI JN    ,05:35
19408,19408,19408,BSB ADI EXP     ,VARANASI JN    ,15:30,AHMEDABAD JN   ,23:55
19409,19409,19409,GORAKHPUR EXP   ,AHMEDABAD JN   ,11:35,GORAKHPUR JN   ,20:00
19410,19410,19410,GKP ADI EXP     ,GORAKHPUR JN   ,04:10,AHMEDABAD JN   ,13:20
19411,19411,19411,AJMER INTERCITY ,AHMEDABAD JN   ,09:10,AJMER JN       ,18:45
19412,19412,19412,INTERCITY EXP   ,AJMER JN       ,06:25,AHMEDABAD JN   ,15:35
19413,19413,19413,KOLKATA EXPRESS ,AHMEDABAD JN   ,06:05,KOLKATA        ,15:15
19414,19414,19414,KOAA ADI EXPRESS,KOLKATA        ,13:10,AHMEDABAD JN   ,19:00
19451,19451,19451,GANDHIDHAM EXP  ,BANDRA TERMINUS,23:55,GANDHIDHAM BG  ,17:20
19452,19452,19452,BANDRA T EXP    ,GANDHIDHAM BG  ,06:30,BANDRA TERMINUS,22:25
19565,19565,19565,UTTARANCHAL EXP ,OKHA           ,07:45,DEHRADUN       ,19:05
19566,19566,19566,UTTARANCHAL EXP ,DEHRADUN       ,05:50,OKHA           ,16:15
19567,19567,19567,VIVEK EXP       ,TUTICORIN      ,22:55,OKHA           ,01:35
19568,19568,19568,VIVEK EXPRESS   ,OKHA           ,23:45,TUTICORIN      ,06:45
19569,19569,19569,OKHA BSB EXPRESS,OKHA           ,13:45,VARANASI JN    ,05:30
19570,19570,19570,BSB OKHA EXP    ,VARANASI JN    ,22:00,OKHA           ,11:45
19573,19573,19573,JAIPUR EXPRESS  ,OKHA           ,19:20,JAIPUR         ,15:15
19574,19574,19574,JP OKHA EXP     ,JAIPUR         ,16:40,OKHA           ,13:45
19575,19575,19575,OKHA  NDT EXP   ,OKHA           ,07:15,NATHDWARA      ,05:50
19576,19576,19576,NDT OKHA EXP    ,NATHDWARA      ,21:40,OKHA           ,21:10
19577,19577,19577,HAPA EXPRESS    ,TIRUNELVELI    ,07:55,HAPA           ,05:25
19578,19578,19578,HAPA TEN EXPRESS,HAPA           ,21:20,TIRUNELVELI    ,22:20
19579,19579,19579,RJT DEE EXPRESS ,RAJKOT JN      ,12:50,DELHI S ROHILLA,10:15
19580,19580,19580,DEE RJT EXP     ,DELHI S ROHILLA,13:10,RAJKOT JN      ,10:35
19601,19601,19601,UDZ NJP EXP     ,UDAIPUR CITY   ,00:25,NEW JALPAIGURI ,18:35
19602,19602,19602,NJP UDZ EXPRESS ,NEW JALPAIGURI ,08:15,UDAIPUR CITY   ,04:05
19607,19607,19607,AII WKLY EXP    ,KOLKATA        ,11:25,AJMER JN       ,05:30
19608,19608,19608,AII KOAA EXP    ,AJMER JN       ,19:25,KOLKATA        ,17:00
19609,19609,19609,AII HW EXP      ,AJMER JN       ,19:50,HARIDWAR JN    ,10:25
19610,19610,19610,HW AII EXP      ,HARIDWAR JN    ,19:55,AJMER JN       ,09:40
19611,19611,19611,AJMER ASR EXP   ,AJMER JN       ,17:55,AMRITSAR JN    ,14:45
19612,19612,19612,ASR AJMER EXP   ,AMRITSAR JN    ,14:30,AJMER JN       ,10:00
19613,19613,19613,AJMER ASR EXP   ,AJMER JN       ,17:55,AMRITSAR JN    ,10:35
19614,19614,19614,ASR AII EXP     ,AMRITSAR JN    ,17:50,AJMER JN       ,10:00
19653,19653,19653,RATLAM AJMER EXP,RATLAM JN      ,06:40,AJMER JN       ,13:55
19654,19654,19654,AII RTM EXP     ,AJMER JN       ,13:00,RATLAM JN      ,20:55
19659,19659,19659,SHM UDZ EXPRESS ,SHALIMAR       ,20:25,UDAIPUR CITY   ,08:55
19660,19660,19660,UDZ SHM EXP     ,UDAIPUR CITY   ,20:00,SHALIMAR       ,10:05
19665,19665,19665,KURJ UDZ EXP    ,KHAJURAHO      ,09:10,UDAIPUR CITY   ,06:45
19666,19666,19666,UDZ KURJ EXP    ,UDAIPUR CITY   ,22:20,KHAJURAHO      ,19:30
19707,19707,19707,ARAVALI EXPRESS ,BANDRA TERMINUS,21:00,JAIPUR         ,18:55
19708,19708,19708,ARAVALI EXPRESS ,JAIPUR         ,08:45,BANDRA TERMINUS,06:35
19709,19709,19709,KAVI GURU EXP   ,JAIPUR         ,23:30,KAMAKHYA       ,23:40
19710,19710,19710,KYQ JP KAVIGURU ,KAMAKHYA       ,19:15,JAIPUR         ,18:10
19711,19711,19711,JP BPL EXP      ,JAIPUR         ,17:30,BHOPAL  JN     ,11:25
19712,19712,19712,BPL JAIPUR EXP  ,BHOPAL  JN     ,16:50,JAIPUR         ,09:25
19713,19713,19713,JP SC EXP       ,JAIPUR         ,21:05,SECUNDERABAD JN,07:30
19714,19714,19714,SC JP EXP       ,SECUNDERABAD JN,22:00,JAIPUR         ,06:15
19715,19715,19715,JP LJN EXP      ,JAIPUR         ,21:45,LUCKNOW NE     ,10:25
19716,19716,19716,LJN JP EXP      ,LUCKNOW NE     ,12:25,JAIPUR         ,01:45
19801,19801,19801,INDB INTERCITY  ,KOTA JN        ,06:30,INDORE JN BG   ,14:15
19802,19802,19802,INTERCITY EXP   ,INDORE JN BG   ,14:45,KOTA JN        ,23:20
19803,19803,19803,KOTA JAT EXP    ,KOTA JN        ,15:00,JAMMU TAWI     ,13:10
19804,19804,19804,JAT KOTA EXP    ,JAMMU TAWI     ,23:45,KOTA JN        ,22:35
19943,19943,19943,UDZ ADI EXPRESS ,UDAIPUR CITY   ,17:45,AHMEDABAD JN   ,04:25
19944,19944,19944,ADI UDZ EXPRESS ,AHMEDABAD JN   ,23:00,UDAIPUR CITY   ,09:20
21028,21028,21028,MUMBAI MAIL     ,SOLAPUR JN     ,18:20,GONDIA JN      ,20:15
21068,21068,21068,SAKET LINK EXP  ,RAE BARELI JN  ,16:15,LOKMANYATILAK T,21:40
21107,21107,21107,KURJ BSB LINK EX,KHAJURAHO      ,23:40,VARANASI JN    ,10:50
21108,21108,21108,BSB KURJ LINK EX,VARANASI JN    ,17:45,KHAJURAHO      ,05:15
21125,21125,21125,INDORE BHIND EXP,INDORE JN BG   ,20:05,BHIND          ,10:35
21126,21126,21126,BIX INDB EXP    ,BHIND          ,17:10,INDORE JN BG   ,07:55
22101,22101,22101,RAJYA RANI EXP  ,LOKMANYATILAK T,19:00,MANMAD JN      ,23:25
22102,22102,22102,RAJYA RANI EXP  ,MANMAD JN      ,05:25,LOKMANYATILAK T,09:50
22103,22103,22103,LTT FD SUP EXP  ,LOKMANYATILAK T,14:30,FAIZABAD JN    ,17:50
22104,22104,22104,FD LTT SF EXP   ,FAIZABAD JN    ,23:55,LOKMANYATILAK T,05:00
22105,22105,22105,INDRAYANI EXP   ,MUMBAI CST     ,05:40,PUNE JN        ,09:08
22106,22106,22106,INDRAYANI EXP   ,PUNE JN        ,18:35,MUMBAI CST     ,21:55
22107,22107,22107,CSTM LATUR EXP  ,MUMBAI CST     ,21:00,LATUR          ,06:30
22108,22108,22108,LATUR CSTM EXP  ,LATUR          ,22:30,MUMBAI CST     ,08:05
22109,22109,22109,LTT NZM AC EXP  ,LOKMANYATILAK T,14:30,H NIZAMUDDIN   ,10:20
22110,22110,22110,NZM LTT AC EXP  ,H NIZAMUDDIN   ,15:50,LOKMANYATILAK T,11:50
22111,22111,22111,BSL NGP SUP EXP ,BHUSAVAL JN    ,05:35,NAGPUR         ,16:00
22112,22112,22112,NGP BSL SUP EXP ,NAGPUR         ,07:20,BHUSAVAL JN    ,17:45
22113,22113,22113,LTT KCVL EXPRESS,LOKMANYATILAK T,16:55,KOCHUVELI      ,20:30
22114,22114,22114,KCVL LTT SF EXP ,KOCHUVELI      ,00:35,LOKMANYATILAK T,04:10
22117,22117,22117,KCG DOUBLE DECK ,GUNTUR JN      ,12:45,KACHEGUDA      ,17:55
22118,22118,22118,GNT DOUBLE DECK ,KACHEGUDA      ,05:30,GUNTUR JN      ,10:40
22119,22119,22119,KCG DOUBLE DECK ,TIRUPATI       ,05:45,KACHEGUDA      ,17:15
22120,22120,22120,TPTY DOUBLE DECK,KACHEGUDA      ,06:45,TIRUPATI       ,18:15
22131,22131,22131,GYAN GANGA EXP  ,PUNE JN        ,16:15,MANDUADIH      ,19:20
22132,22132,22132,GYAN GANGA SF   ,MANDUADIH      ,04:35,PUNE JN        ,08:05
22133,22133,22133,SUR YPR SUP EXP ,SOLAPUR JN     ,19:20,YESVANTPUR JN  ,07:10
22134,22134,22134,SOLAPUR EXP     ,YESVANTPUR JN  ,20:50,SOLAPUR JN     ,08:40
22149,22149,22149,ERS PUNE EXPRESS,ERNAKULAM JN   ,05:15,PUNE JN        ,05:50
22150,22150,22150,PUNE ERS SUP EXP,PUNE JN        ,18:45,ERNAKULAM JN   ,18:50
22161,22161,22161,RAJYA RANI EXP  ,BHOPAL  JN     ,17:55,DAMOH          ,22:45
22162,22162,22162,RAJYA RANI EXP  ,DAMOH          ,05:00,BHOPAL  JN     ,10:05
22181,22181,22181,JBP  NZM EXPRESS,JABALPUR       ,15:00,H NIZAMUDDIN   ,05:20
22182,22182,22182,NZM JBP SF EXP  ,H NIZAMUDDIN   ,17:50,JABALPUR       ,08:50
22183,22183,22183,IND DOUBLE DECK ,HABIBGANJ      ,06:00,INDORE JN BG   ,09:35
22184,22184,22184,HBJ DOUBLE DECKR,INDORE JN BG   ,19:20,HABIBGANJ      ,23:20
22185,22185,22185,IND DOUBLE DECK ,BHOPAL  JN     ,14:35,INDORE JN BG   ,18:50
22186,22186,22186,BPL DOUBLE DECKR,INDORE JN BG   ,10:00,BHOPAL  JN     ,14:05
22187,22187,22187,INTERCITY EXPRES,HABIBGANJ      ,05:30,JABALPUR       ,10:50
22188,22188,22188,INTERCITY EXPRES,JABALPUR       ,16:10,HABIBGANJ      ,22:05
22308,22308,22308,BKN HWH SUPFAST ,BIKANER JN     ,18:45,HOWRAH JN      ,04:00
22309,22309,22309,HWH NJP AC EXP  ,HOWRAH JN      ,23:05,NEW JALPAIGURI ,09:20
22310,22310,22310,NJP HWH AC EXP  ,NEW JALPAIGURI ,12:35,HOWRAH JN      ,22:50
22351,22351,22351,PPTA YPR EXP    ,PATLIPUTRA     ,20:05,YESVANTPUR JN  ,20:55
22352,22352,22352,PATLIPUTRAEXP   ,YESVANTPUR JN  ,09:55,PATLIPUTRA     ,10:00
22387,22387,22387,BLACKDIAMOND EXP,HOWRAH JN      ,06:15,DHANBAD JN     ,11:10
22388,22388,22388,BLACKDIAMOND EXP,DHANBAD JN     ,16:25,HOWRAH JN      ,21:20
22401,22401,22401,DEE UHP AC SUP  ,DELHI S ROHILLA,22:15,UDHAMPUR       ,08:50
22402,22402,22402,UHP DEE AC SUP  ,UDHAMPUR       ,17:55,DELHI S ROHILLA,04:20
22403,22403,22403,PDY NDLS EXPRESS,PUDUCHERRY     ,09:05,NEW DELHI      ,03:55
22404,22404,22404,NDLS PDY EXP    ,NEW DELHI      ,23:50,PUDUCHERRY     ,18:45
22447,22447,22447,KURJ NZM EXP    ,KHAJURAHO      ,18:20,H NIZAMUDDIN   ,05:30
22451,22451,22451,CDG SUP FAST    ,BANDRA TERMINUS,12:05,CHANDIGARH     ,16:20
22452,22452,22452,CDG BDTS SF EXP ,CHANDIGARH     ,05:40,BANDRA TERMINUS,09:20
22453,22453,22453,RAJYA RANI EXP  ,LUCKNOW NE     ,14:30,MEERUT CITY    ,22:30
22454,22454,22454,RAJYA RANI EXP  ,MEERUT CITY    ,04:55,LUCKNOW NE     ,13:00
22455,22455,22455,SNSI KLK SUP EXP,SAINAGAR SHIRDI,10:00,KALKA          ,12:30
22456,22456,22456,KLK SNSI SF EXP ,KALKA          ,19:00,SAINAGAR SHIRDI,22:15
22457,22457,22457,NED UHL SF EXP  ,H SAHIB NANDED ,11:00,UNA HIMACHAL   ,20:50
22458,22458,22458,UHL NED SF EXP  ,UNA HIMACHAL   ,15:30,H SAHIB NANDED ,23:45
22464,22464,22464,RJSTHN S KRNTI  ,BIKANER JN     ,17:15,DELHI S ROHILLA,05:35
22471,22471,22471,DEE INTERCITY   ,BIKANER JN     ,09:15,DELHI S ROHILLA,17:25
22472,22472,22472,BKN INTERCITY   ,DELHI S ROHILLA,08:40,BIKANER JN     ,16:40
22473,22473,22473,BKN BDTS SF EXP ,BIKANER JN     ,14:55,BANDRA TERMINUS,12:45
22474,22474,22474,BDTS BKN SUP EXP,BANDRA TERMINUS,14:35,BIKANER JN     ,12:35
22475,22475,22475,BKN CBE AC S F  ,BIKANER JN     ,06:15,COIMBATORE JN  ,02:50
22476,22476,22476,BIKANER AC EXP  ,COIMBATORE JN  ,15:20,BIKANER JN     ,12:25
22477,22477,22477,JU JP SF EXP    ,JODHPUR JN     ,18:15,JAIPUR         ,22:40
22478,22478,22478,JP JU SF EXP    ,JAIPUR         ,06:00,JODHPUR JN     ,10:30
22481,22481,22481,JU DEE SUP      ,JODHPUR JN     ,19:00,DELHI S ROHILLA,05:35
22482,22482,22482,DEE JU SUP      ,DELHI S ROHILLA,22:25,JODHPUR JN     ,09:10
22487,22487,22487,RDP ANVT LINK EX,RADHIKAPUR     ,20:10,ANAND VIHAR TRM,20:50
22488,22488,22488,ANVT RDP LINK   ,ANAND VIHAR TRM,07:40,RADHIKAPUR     ,08:20
22511,22511,22511,KARMABHOOMI EXP ,LOKMANYATILAK T,11:25,KAMAKHYA       ,18:10
22601,22601,22601,SHIRDI EXPRESS  ,CHENNAI CENTRAL,10:10,SAINAGAR SHIRDI,11:30
22602,22602,22602,SNSI CHENNAI EXP,SAINAGAR SHIRDI,08:25,CHENNAI CENTRAL,09:40
22603,22603,22603,KGP VM SF EXP   ,KHARAGPUR JN   ,14:10,VILLUPURAM JN  ,22:30
22604,22604,22604,KHARAGPUR EXP   ,VILLUPURAM JN  ,11:15,KHARAGPUR JN   ,19:30
22605,22605,22605,PRR  VM  EXPRESS,PURULIA JN     ,10:35,VILLUPURAM JN  ,22:30
22606,22606,22606,PURULIA EXPRESS ,VILLUPURAM JN  ,11:15,PURULIA JN     ,23:10
22607,22607,22607,BANGALORE SF EXP,ERNAKULAM JN   ,17:00,BANGALORE CY JN,04:20
22608,22608,22608,ERNAKULAM SF EXP,BANGALORE CY JN,18:45,ERNAKULAM JN   ,06:05
22609,22609,22609,INTERCITY EXP   ,MANGALORE CNTL ,11:45,COIMBATORE JN  ,19:05
22610,22610,22610,INTERCITY EXP   ,COIMBATORE JN  ,06:20,MANGALORE CNTL ,13:40
22611,22611,22611,MAS NJP EXPRESS ,CHENNAI CENTRAL,11:00,NEW JALPAIGURI ,03:45
22612,22612,22612,NJP MAS EXPRESS ,NEW JALPAIGURI ,22:00,CHENNAI CENTRAL,14:55
22613,22613,22613,HALDIA EXPRESS  ,CHENNAI CENTRAL,14:35,HALDIA         ,18:10
22614,22614,22614,HLZ MAS SUP EXP ,HALDIA         ,11:30,CHENNAI CENTRAL,17:00
22615,22615,22615,TPTY CBE  EXP   ,TIRUPATI       ,14:50,COIMBATORE JN  ,22:40
22616,22616,22616,TIRUPATHI EXP   ,COIMBATORE JN  ,06:00,TIRUPATI       ,13:40
22617,22617,22617,TIRUPATHI EXP   ,BANGALORE CY JN,07:40,TIRUPATI       ,13:40
22618,22618,22618,TPTY  SBC  EXP  ,TIRUPATI       ,14:50,BANGALORE CY JN,20:40
22619,22619,22619,BSP TEN EXPRESS ,BILASPUR JN    ,08:10,TIRUNELVELI    ,05:00
22620,22620,22620,TEN BILASPUR EX ,TIRUNELVELI    ,01:15,BILASPUR JN    ,21:35
22621,22621,22621,RMM CAPE EXP    ,RAMESWARAM     ,20:45,KANYAKUMARI    ,04:05
22622,22622,22622,CAPE RMM EXP    ,KANYAKUMARI    ,22:00,RAMESWARAM     ,05:20
22623,22623,22623,MADURAI EXPRESS ,CHENNAI EGMORE ,22:45,MADURAI JN     ,08:50
22624,22624,22624,CHENNAI EXPRESS ,MADURAI JN     ,21:15,CHENNAI EGMORE ,07:20
22625,22625,22625,SBC DOUBLE DECK ,CHENNAI CENTRAL,07:25,BANGALORE CY JN,13:10
22626,22626,22626,MAS DOUBLE DECK ,BANGALORE CY JN,14:40,CHENNAI CENTRAL,20:45
22627,22627,22627,TIRUNELVELI EXP ,TIRUCHCHIRAPALI,07:15,TIRUNELVELI    ,13:00
22628,22628,22628,TPJ EXPRESS     ,TIRUNELVELI    ,14:15,TIRUCHCHIRAPALI,20:00
22629,22629,22629,DADAR TEN EXP   ,DADAR          ,20:40,TIRUNELVELI    ,04:00
22630,22630,22630,TEN  DR  EXPRESS,TIRUNELVELI    ,07:10,DADAR          ,15:10
22631,22631,22631,BKN AC SF EXP   ,CHENNAI CENTRAL,21:10,BIKANER JN     ,18:00
22632,22632,22632,BKN MAS AC SF   ,BIKANER JN     ,13:50,CHENNAI CENTRAL,09:55
22633,22633,22633,NIZAMUDDIN EXP  ,TRIVANDRUM CNTL,14:45,H NIZAMUDDIN   ,14:20
22634,22634,22634,NZM TVC SF EXP  ,H NIZAMUDDIN   ,23:40,TRIVANDRUM CNTL,02:45
22635,22635,22635,MAQ INTERCITY EX,MADGAON        ,16:15,MANGALORE CNTL ,22:00
22636,22636,22636,MADGAON EXP     ,MANGALORE CNTL ,08:15,MADGAON        ,14:00
22637,22637,22637,WEST COAST EXP  ,CHENNAI CENTRAL,11:30,MANGALORE CNTL ,04:20
22638,22638,22638,WEST COAST EXP  ,MANGALORE CNTL ,22:00,CHENNAI CENTRAL,15:15
22639,22639,22639,ALLEPPEY EXP    ,CHENNAI CENTRAL,20:45,ALLEPPEY       ,10:45
22640,22640,22640,CHENNAI EXPRESS ,ALLEPPEY       ,16:00,CHENNAI CENTRAL,06:45
22641,22641,22641,SHALIMAR EXP    ,TRIVANDRUM CNTL,16:35,SHALIMAR       ,13:50
22642,22642,22642,SHM TVC SF EXP  ,SHALIMAR       ,22:45,TRIVANDRUM CNTL,22:25
22643,22643,22643,PATNA EXPRESS   ,ERNAKULAM JN   ,17:10,PATNA JN       ,20:15
22644,22644,22644,PNBE ERS EXPRESS,PATNA JN       ,14:00,ERNAKULAM JN   ,17:30
22645,22645,22645,AHILYANAGARI EX ,INDORE JN BG   ,16:40,TRIVANDRUM CNTL,17:30
22646,22646,22646,AHILYANAGARI EX ,TRIVANDRUM CNTL,06:15,INDORE JN BG   ,05:15
22647,22647,22647,KRBA TVC EXPRES ,KORBA          ,19:40,TRIVANDRUM CNTL,17:30
22648,22648,22648,KORBA EXPRESS   ,TRIVANDRUM CNTL,05:45,KORBA          ,03:50
22649,22649,22649,YERCAUD EXPRESS ,CHENNAI CENTRAL,22:40,ERODE JN       ,06:25
22650,22650,22650,YERCAUD EXP     ,ERODE JN       ,21:00,CHENNAI CENTRAL,04:30
22651,22651,22651,PALANI EXPRESS  ,CHENNAI CENTRAL,21:00,PALANI         ,08:00
22652,22652,22652,PALANI MAS EXP  ,PALANI         ,18:00,CHENNAI CENTRAL,04:50
22681,22681,22681,CHENNAI EXPRESS ,MYSORE JN      ,20:10,CHENNAI CENTRAL,05:15
22682,22682,22682,MYSORE EXPRESS  ,CHENNAI CENTRAL,23:30,MYSORE JN      ,08:35
22683,22683,22683,YPR LKO EXP     ,YESVANTPUR JN  ,23:40,LUCKNOW NR     ,18:55
22684,22684,22684,LKO YPR SUP     ,LUCKNOW NR     ,17:25,YESVANTPUR JN  ,14:00
22685,22685,22685,YPR  SKRANTIEXP ,YESVANTPUR JN  ,13:50,CHANDIGARH     ,18:20
22686,22686,22686,YPR S KRANTI EXP,CHANDIGARH     ,03:15,YESVANTPUR JN  ,06:20
22688,22688,22688,CDG MDU SF EXP  ,CHANDIGARH     ,07:45,MADURAI JN     ,12:45
22803,22803,22803,HWH SBP SUP EXP ,HOWRAH JN      ,20:55,SAMBALPUR      ,07:45
22804,22804,22804,SBP HWH SUP EXP ,SAMBALPUR      ,19:55,HOWRAH JN      ,07:05
22805,22805,22805,BBS NDLS SUP EXP,BHUBANESWAR    ,12:45,NEW DELHI      ,20:50
22806,22806,22806,NDLS BBS SUP EXP,NEW DELHI      ,07:00,BHUBANESWAR    ,16:30
22807,22807,22807,SRC  MAS AC EXP ,SANTRAGACHI JN ,19:00,CHENNAI CENTRAL,22:45
22808,22808,22808,MAS SRC AC EXP  ,CHENNAI CENTRAL,07:55,SANTRAGACHI JN ,10:25
22815,22815,22815,BSP ERS S F EXP ,BILASPUR JN    ,08:10,ERNAKULAM JN   ,21:25
22816,22816,22816,ERS BILASPUR EXP,ERNAKULAM JN   ,08:50,BILASPUR JN    ,21:35
22817,22817,22817,HWH MYS EXPRESS ,HOWRAH JN      ,16:10,MYSORE JN      ,05:00
22818,22818,22818,MYS HOWRAH EXP  ,MYSORE JN      ,00:30,HOWRAH JN      ,14:50
22825,22825,22825,SHM MAS SF EXP  ,SHALIMAR       ,12:20,CHENNAI CENTRAL,17:00
22826,22826,22826,MAS SHM EXP     ,CHENNAI CENTRAL,16:20,SHALIMAR       ,21:30
22827,22827,22827,PURI SURAT EXP  ,PURI           ,19:45,SURAT          ,03:20
22828,22828,22828,SURAT PURI EXP  ,SURAT          ,08:30,PURI           ,16:15
22829,22829,22829,BHUJ SHM EXP    ,BHUJ           ,13:40,SHALIMAR       ,10:05
22830,22830,22830,SHM BHUJ  SF EXP,SHALIMAR       ,20:25,BHUJ           ,16:40
22831,22831,22831,HWH SSPN EXPRESS,HOWRAH JN      ,15:50,SAI P NILAYAM  ,22:25
22832,22832,22832,HOWRAH EXP      ,SAI P NILAYAM  ,07:50,HOWRAH JN      ,14:50
22835,22835,22835,SHM PURI SF EXP ,SHALIMAR       ,21:00,PURI           ,05:55
22836,22836,22836,PURI SHM SF EXP ,PURI           ,22:15,SHALIMAR       ,07:20
22843,22843,22843,BSP PNBE EXP    ,BILASPUR JN    ,20:35,PATNA JN       ,13:50
22844,22844,22844,PNBE BSP EXPRESS,PATNA JN       ,23:55,BILASPUR JN    ,17:25
22845,22845,22845,PUNE HATIA SUP  ,PUNE JN        ,10:45,HATIA          ,17:10
22846,22846,22846,HTE PUNE EXP    ,HATIA          ,20:00,PUNE JN        ,02:45
22847,22847,22847,VSKP LTT EXPRESS,VISHAKAPATNAM  ,08:30,LOKMANYATILAK T,13:35
22848,22848,22848,LTT VSKP SUP EXP,LOKMANYATILAK T,00:15,VISHAKAPATNAM  ,05:30
22849,22849,22849,SHM SC WKLY EXP ,SHALIMAR       ,12:20,SECUNDERABAD JN,15:00
22850,22850,22850,SC  SHM WKLY EXP,SECUNDERABAD JN,05:30,SHALIMAR       ,09:05
22851,22851,22851,MAQ VIVEK EXP   ,SANTRAGACHI JN ,16:05,MANGALORE CNTL ,09:50
22852,22852,22852,SRC VIVEK EXP   ,MANGALORE CNTL ,22:45,SANTRAGACHI JN ,17:50
22853,22853,22853,SHM VSKP SF EXP ,SHALIMAR       ,18:15,VISHAKAPATNAM  ,08:35
22854,22854,22854,VSKP SHM SF EXP ,VISHAKAPATNAM  ,13:35,SHALIMAR       ,03:30
22855,22855,22855,SRC TPTY SF EXP ,SANTRAGACHI JN ,16:05,TIRUPATI       ,18:00
22856,22856,22856,TPTY SRC SUP EXP,TIRUPATI       ,19:55,SANTRAGACHI JN ,22:10
22859,22859,22859,PURI CHENNAI EXP,PURI           ,17:30,CHENNAI CENTRAL,14:55
22860,22860,22860,MAS PURI EXPRESS,CHENNAI CENTRAL,16:20,PURI           ,15:10
22865,22865,22865,LTT PURI SUP EX ,LOKMANYATILAK T,00:15,PURI           ,09:05
22866,22866,22866,PURI LTT SF EXP ,PURI           ,05:30,LOKMANYATILAK T,13:35
22869,22869,22869,VSKP MAS SF EXP ,VISHAKAPATNAM  ,19:20,CHENNAI CENTRAL,08:55
22870,22870,22870,VISAKAPATNAM EXP,CHENNAI CENTRAL,21:10,VISHAKAPATNAM  ,10:25
22871,22871,22871,BBS TPTY EXPRESS,BHUBANESWAR    ,12:00,TIRUPATI       ,09:25
22872,22872,22872,TPTY BBS  EXP   ,TIRUPATI       ,12:45,BHUBANESWAR    ,10:10
22873,22873,22873,DGHA VSKP EXP   ,DIGHA FLAG STN ,17:15,VISHAKAPATNAM  ,08:35
22874,22874,22874,VSKP DIGHA EXP  ,VISHAKAPATNAM  ,17:45,DIGHA FLAG STN ,09:30
22877,22877,22877,DGHA PURI EXP   ,DIGHA FLAG STN ,17:15,PURI           ,03:20
22878,22878,22878,PURI DIGHA EXP  ,PURI           ,23:35,DIGHA FLAG STN ,09:30
22879,22879,22879,BBS TPTY SUP EXP,BHUBANESWAR    ,12:00,TIRUPATI       ,09:25
22880,22880,22880,TPTY BBS  SF EXP,TIRUPATI       ,12:45,BHUBANESWAR    ,10:10
22881,22881,22881,PUNE BBS EXPRESS,PUNE JN        ,11:15,BHUBANESWAR    ,17:35
22882,22882,22882,BBS PUNE EXP    ,BHUBANESWAR    ,22:10,PUNE JN        ,05:00
22889,22889,22889,DGHA PURI SUP EX,DIGHA FLAG STN ,17:15,PURI           ,03:20
22890,22890,22890,PURI DGHA SUP EX,PURI           ,23:35,DIGHA FLAG STN ,09:30
22891,22891,22891,HWH RNC INT EXP ,HOWRAH JN      ,15:10,RANCHI         ,23:00
22892,22892,22892,RNC HWH INT EXP ,RANCHI         ,06:10,HOWRAH JN      ,14:20
22893,22893,22893,SNSI HWH SUP EXP,SAINAGAR SHIRDI,13:55,HOWRAH JN      ,19:30
22894,22894,22894,HWH SNSI EXPRESS,HOWRAH JN      ,14:35,SAINAGAR SHIRDI,20:30
22901,22901,22901,UDZ SUPER FAST  ,BANDRA TERMINUS,23:25,UDAIPUR CITY   ,15:55
22902,22902,22902,UDZ BDTS SUP    ,UDAIPUR CITY   ,21:35,BANDRA TERMINUS,13:40
22903,22903,22903,BHUJ AC S F EXP ,BANDRA TERMINUS,23:55,BHUJ           ,13:15
22904,22904,22904,BDTS AC S F EXP ,BHUJ           ,15:05,BANDRA TERMINUS,04:55
22905,22905,22905,OKHA HOWRAH EXP ,OKHA           ,05:25,HOWRAH JN      ,03:35
22907,22907,22907,MAO HAPA SUP EXP,MADGAON        ,10:40,HAPA           ,10:20
22908,22908,22908,HAPA MADGAON EXP,HAPA           ,02:40,MADGAON        ,04:30
22909,22909,22909,BL  PURI S F EXP,VALSAD         ,19:40,PURI           ,10:15
22910,22910,22910,PURI VALSAD EXP ,PURI           ,05:30,VALSAD         ,19:50
22911,22911,22911,SHIPRA EXPRESS  ,INDORE JN BG   ,23:30,HOWRAH JN      ,06:45
22912,22912,22912,SHIPRA EXP      ,HOWRAH JN      ,17:45,INDORE JN BG   ,01:35
22915,22915,22915,BDTS HSR SF EXP ,BANDRA TERMINUS,12:55,HISAR          ,14:10
22916,22916,22916,HSR BDTS S F EXP,HISAR          ,15:45,BANDRA TERMINUS,17:10
22917,22917,22917,HARIDWAR EXP    ,BANDRA TERMINUS,11:50,HARIDWAR JN    ,16:05
22918,22918,22918,HW BDTS SF EXP  ,HARIDWAR JN    ,18:50,BANDRA TERMINUS,22:00
